train_number,date, total_available
12980,11/1/2023,176
12981,11/1/2023,51
12982,11/1/2023,192
12983,11/1/2023,242
12984,11/1/2023,263
12987,11/1/2023,250
12988,11/1/2023,335
12989,11/1/2023,103
12990,11/1/2023,394
12991,11/1/2023,264
12992,11/1/2023,280
12993,11/1/2023,286
12994,11/1/2023,369
12995,11/1/2023,61
12996,11/1/2023,253
12997,11/1/2023,40
12998,11/1/2023,406
13005,11/1/2023,211
13006,11/1/2023,290
13007,11/1/2023,25
13008,11/1/2023,353
13009,11/1/2023,369
13010,11/1/2023,366
13011,11/1/2023,90
13012,11/1/2023,273
13013,11/1/2023,205
13014,11/1/2023,193
13015,11/1/2023,170
13016,11/1/2023,8
13017,11/1/2023,249
13018,11/1/2023,31
13019,11/1/2023,8
13020,11/1/2023,111
13021,11/1/2023,398
13022,11/1/2023,185
13023,11/1/2023,191
13024,11/1/2023,62
13025,11/1/2023,375
13026,11/1/2023,130
13027,11/1/2023,237
13028,11/1/2023,319
13039,11/1/2023,271
13040,11/1/2023,35
13049,11/1/2023,59
13050,11/1/2023,86
13051,11/1/2023,59
13052,11/1/2023,132
13053,11/1/2023,46
13054,11/1/2023,252
13071,11/1/2023,236
13072,11/1/2023,96
13103,11/1/2023,57
13104,11/1/2023,307
13105,11/1/2023,11
13106,11/1/2023,205
13107,11/1/2023,51
13108,11/1/2023,97
13109,11/1/2023,400
13110,11/1/2023,176
13111,11/1/2023,181
13112,11/1/2023,232
13113,11/1/2023,338
13114,11/1/2023,20
13117,11/1/2023,174
13118,11/1/2023,421
13133,11/1/2023,18
13134,11/1/2023,374
13141,11/1/2023,269
13142,11/1/2023,99
13145,11/1/2023,199
13146,11/1/2023,253
13147,11/1/2023,82
13148,11/1/2023,148
13149,11/1/2023,230
13150,11/1/2023,72
13151,11/1/2023,249
13152,11/1/2023,26
13153,11/1/2023,112
13154,11/1/2023,222
13155,11/1/2023,72
13156,11/1/2023,266
13157,11/1/2023,263
13158,11/1/2023,96
13159,11/1/2023,294
13160,11/1/2023,55
13161,11/1/2023,201
13162,11/1/2023,413
13163,11/1/2023,139
13164,11/1/2023,23
13185,11/1/2023,131
13186,11/1/2023,112
13187,11/1/2023,45
13188,11/1/2023,311
13201,11/1/2023,301
13202,11/1/2023,138
13225,11/1/2023,132
13226,11/1/2023,66
13233,11/1/2023,237
13234,11/1/2023,362
13235,11/1/2023,225
13236,11/1/2023,156
13237,11/1/2023,308
13238,11/1/2023,82
13239,11/1/2023,28
13240,11/1/2023,100
13241,11/1/2023,57
13242,11/1/2023,351
13243,11/1/2023,187
13244,11/1/2023,224
13245,11/1/2023,365
13246,11/1/2023,87
13247,11/1/2023,190
13248,11/1/2023,41
13251,11/1/2023,329
13252,11/1/2023,373
13257,11/1/2023,442
13258,11/1/2023,309
13287,11/1/2023,276
13288,11/1/2023,202
13301,11/1/2023,182
13302,11/1/2023,152
13303,11/1/2023,38
13304,11/1/2023,263
13305,11/1/2023,317
13306,11/1/2023,393
13307,11/1/2023,176
13308,11/1/2023,174
13317,11/1/2023,294
13318,11/1/2023,309
13319,11/1/2023,284
13320,11/1/2023,138
13329,11/1/2023,23
13330,11/1/2023,11
13331,11/1/2023,120
13332,11/1/2023,183
13345,11/1/2023,147
13346,11/1/2023,13
13347,11/1/2023,99
13348,11/1/2023,17
13351,11/1/2023,94
13352,11/1/2023,387
13401,11/1/2023,219
13402,11/1/2023,146
13403,11/1/2023,202
13404,11/1/2023,194
13409,11/1/2023,134
13410,11/1/2023,184
13413,11/1/2023,119
13414,11/1/2023,443
13415,11/1/2023,400
13416,11/1/2023,31
13419,11/1/2023,284
13420,11/1/2023,394
13421,11/1/2023,280
13422,11/1/2023,56
13465,11/1/2023,383
13466,11/1/2023,334
13483,11/1/2023,398
13484,11/1/2023,137
13501,11/1/2023,89
13502,11/1/2023,115
13503,11/1/2023,362
13504,11/1/2023,22
13506,11/1/2023,46
13507,11/1/2023,55
13508,11/1/2023,207
13509,11/1/2023,417
13510,11/1/2023,187
14001,11/1/2023,385
14002,11/1/2023,375
14003,11/1/2023,449
14004,11/1/2023,137
14005,11/1/2023,101
14006,11/1/2023,232
14007,11/1/2023,251
14008,11/1/2023,411
14009,11/1/2023,251
14010,11/1/2023,115
14011,11/1/2023,164
14012,11/1/2023,132
14013,11/1/2023,54
14014,11/1/2023,458
14015,11/1/2023,318
14016,11/1/2023,85
14017,11/1/2023,296
14018,11/1/2023,194
14019,11/1/2023,191
14020,11/1/2023,19
14033,11/1/2023,253
14034,11/1/2023,96
14035,11/1/2023,247
14036,11/1/2023,137
14037,11/1/2023,184
14038,11/1/2023,205
14041,11/1/2023,358
14042,11/1/2023,234
14043,11/1/2023,224
14044,11/1/2023,79
14055,11/1/2023,294
14056,11/1/2023,100
14083,11/1/2023,63
14084,11/1/2023,270
14085,11/1/2023,248
14086,11/1/2023,107
14095,11/1/2023,70
14096,11/1/2023,397
14109,11/1/2023,307
14110,11/1/2023,318
14114,11/1/2023,221
14115,11/1/2023,133
14116,11/1/2023,322
14119,11/1/2023,292
14120,11/1/2023,76
14123,11/1/2023,206
14124,11/1/2023,6
14125,11/1/2023,449
14126,11/1/2023,113
14163,11/1/2023,414
14164,11/1/2023,233
14201,11/1/2023,354
14202,11/1/2023,227
14203,11/1/2023,240
14204,11/1/2023,319
14205,11/1/2023,114
14206,11/1/2023,138
14207,11/1/2023,124
14208,11/1/2023,122
14209,11/1/2023,457
14210,11/1/2023,65
14211,11/1/2023,240
14212,11/1/2023,361
14213,11/1/2023,51
14214,11/1/2023,265
14215,11/1/2023,298
14216,11/1/2023,270
14217,11/1/2023,312
14218,11/1/2023,352
14227,11/1/2023,184
14228,11/1/2023,103
14235,11/1/2023,61
14236,11/1/2023,100
14257,11/1/2023,393
14258,11/1/2023,351
14259,11/1/2023,3
14260,11/1/2023,23
14265,11/1/2023,323
14266,11/1/2023,121
14307,11/1/2023,256
14308,11/1/2023,228
14309,11/1/2023,99
14310,11/1/2023,258
14311,11/1/2023,120
14312,11/1/2023,393
14313,11/1/2023,475
14314,11/1/2023,128
14315,11/1/2023,399
14316,11/1/2023,173
14317,11/1/2023,193
14318,11/1/2023,91
14321,11/1/2023,90
14322,11/1/2023,46
14323,11/1/2023,242
14324,11/1/2023,165
14369,11/1/2023,112
14370,11/1/2023,274
14511,11/1/2023,296
14512,11/1/2023,51
14519,11/1/2023,94
14520,11/1/2023,246
14523,11/1/2023,187
14524,11/1/2023,15
14525,11/1/2023,354
14526,11/1/2023,267
14545,11/1/2023,15
14546,11/1/2023,397
14553,11/1/2023,270
14554,11/1/2023,180
14555,11/1/2023,49
14556,11/1/2023,91
14603,11/1/2023,191
14604,11/1/2023,220
14607,11/1/2023,190
14608,11/1/2023,201
14609,11/1/2023,319
14610,11/1/2023,416
14629,11/1/2023,267
14630,11/1/2023,151
14631,11/1/2023,206
14632,11/1/2023,32
14633,11/1/2023,278
14634,11/1/2023,403
14645,11/1/2023,83
14646,11/1/2023,239
14649,11/1/2023,46
14650,11/1/2023,103
14659,11/1/2023,62
14660,11/1/2023,297
14661,11/1/2023,230
14662,11/1/2023,285
14673,11/1/2023,119
14674,11/1/2023,245
14681,11/1/2023,343
14682,11/1/2023,136
14701,11/1/2023,195
14702,11/1/2023,340
14703,11/1/2023,306
14704,11/1/2023,446
14705,11/1/2023,279
14706,11/1/2023,393
14707,11/1/2023,116
14708,11/1/2023,246
14711,11/1/2023,156
14712,11/1/2023,314
14723,11/1/2023,344
14724,11/1/2023,134
14731,11/1/2023,31
14732,11/1/2023,129
14795,11/1/2023,294
14796,11/1/2023,41
14801,11/1/2023,229
14802,11/1/2023,318
14809,11/1/2023,199
14810,11/1/2023,138
14853,11/1/2023,180
14854,11/1/2023,327
14863,11/1/2023,359
14864,11/1/2023,353
14865,11/1/2023,162
14866,11/1/2023,178
14887,11/1/2023,105
14888,11/1/2023,173
14889,11/1/2023,84
14890,11/1/2023,273
15001,11/1/2023,427
15002,11/1/2023,283
15003,11/1/2023,154
15004,11/1/2023,106
15005,11/1/2023,150
15006,11/1/2023,195
15007,11/1/2023,391
15008,11/1/2023,278
15009,11/1/2023,69
15010,11/1/2023,22
15011,11/1/2023,136
15012,11/1/2023,294
15013,11/1/2023,203
15014,11/1/2023,291
15015,11/1/2023,245
15016,11/1/2023,141
15017,11/1/2023,134
15018,11/1/2023,29
15019,11/1/2023,99
15020,11/1/2023,22
15021,11/1/2023,18
15022,11/1/2023,76
15023,11/1/2023,446
15024,11/1/2023,34
15027,11/1/2023,33
15028,11/1/2023,252
15035,11/1/2023,79
15036,11/1/2023,69
15037,11/1/2023,234
15038,11/1/2023,391
15039,11/1/2023,336
15040,11/1/2023,258
15041,11/1/2023,112
15042,11/1/2023,187
15045,11/1/2023,255
15046,11/1/2023,223
15047,11/1/2023,377
15048,11/1/2023,371
15049,11/1/2023,349
15050,11/1/2023,141
15051,11/1/2023,268
15052,11/1/2023,15
15097,11/1/2023,108
15098,11/1/2023,8
15101,11/1/2023,473
15102,11/1/2023,93
15103,11/1/2023,395
15104,11/1/2023,33
15105,11/1/2023,217
15106,11/1/2023,209
15107,11/1/2023,245
15108,11/1/2023,300
15109,11/1/2023,426
15110,11/1/2023,80
15159,11/1/2023,148
15160,11/1/2023,303
15201,11/1/2023,298
15202,11/1/2023,70
15203,11/1/2023,434
15204,11/1/2023,86
15209,11/1/2023,13
15210,11/1/2023,251
15211,11/1/2023,207
15212,11/1/2023,73
15215,11/1/2023,171
15216,11/1/2023,311
15227,11/1/2023,198
15228,11/1/2023,130
15233,11/1/2023,34
15234,11/1/2023,123
15235,11/1/2023,53
15236,11/1/2023,90
15267,11/1/2023,146
15268,11/1/2023,254
15269,11/1/2023,93
15270,11/1/2023,139
15271,11/1/2023,358
15272,11/1/2023,38
15273,11/1/2023,60
15274,11/1/2023,70
15275,11/1/2023,276
15276,11/1/2023,9
15279,11/1/2023,11
15280,11/1/2023,64
15281,11/1/2023,115
15282,11/1/2023,265
15283,11/1/2023,217
15284,11/1/2023,35
15307,11/1/2023,321
15308,11/1/2023,239
15309,11/1/2023,91
15310,11/1/2023,223
15311,11/1/2023,372
15312,11/1/2023,239
15313,11/1/2023,211
15314,11/1/2023,87
15315,11/1/2023,275
15316,11/1/2023,79
15319,11/1/2023,186
15320,11/1/2023,143
15321,11/1/2023,246
15322,11/1/2023,106
15603,11/1/2023,62
15604,11/1/2023,490
15605,11/1/2023,379
15606,11/1/2023,296
15609,11/1/2023,152
15610,11/1/2023,354
15611,11/1/2023,146
15612,11/1/2023,390
15619,11/1/2023,295
15620,11/1/2023,423
15629,11/1/2023,123
15630,11/1/2023,210
15631,11/1/2023,246
15632,11/1/2023,23
15635,11/1/2023,131
15636,11/1/2023,289
15639,11/1/2023,390
15640,11/1/2023,129
15643,11/1/2023,139
15644,11/1/2023,161
15645,11/1/2023,29
15646,11/1/2023,326
15647,11/1/2023,162
15648,11/1/2023,421
15651,11/1/2023,146
15652,11/1/2023,10
15653,11/1/2023,155
15654,11/1/2023,231
15657,11/1/2023,70
15658,11/1/2023,142
15661,11/1/2023,295
15662,11/1/2023,79
15665,11/1/2023,161
15666,11/1/2023,152
15667,11/1/2023,307
15668,11/1/2023,37
15669,11/1/2023,11
15670,11/1/2023,201
15691,11/1/2023,139
15692,11/1/2023,64
15693,11/1/2023,200
15694,11/1/2023,257
15695,11/1/2023,160
15696,11/1/2023,197
15707,11/1/2023,163
15708,11/1/2023,363
15713,11/1/2023,286
15714,11/1/2023,14
15715,11/1/2023,223
15716,11/1/2023,219
15717,11/1/2023,86
15718,11/1/2023,253
15719,11/1/2023,411
15720,11/1/2023,329
15721,11/1/2023,41
15722,11/1/2023,147
15723,11/1/2023,291
15724,11/1/2023,56
15743,11/1/2023,31
15763,11/1/2023,31
15764,11/1/2023,86
15765,11/1/2023,153
15766,11/1/2023,195
15767,11/1/2023,186
15768,11/1/2023,325
15769,11/1/2023,176
15770,11/1/2023,340
15771,11/1/2023,323
15772,11/1/2023,336
15901,11/1/2023,39
15902,11/1/2023,96
15903,11/1/2023,309
15904,11/1/2023,193
15905,11/1/2023,190
15906,11/1/2023,46
15927,11/1/2023,202
15928,11/1/2023,344
15929,11/1/2023,284
15930,11/1/2023,172
15933,11/1/2023,3
15934,11/1/2023,80
15941,11/1/2023,269
15942,11/1/2023,175
15959,11/1/2023,432
15960,11/1/2023,152
16031,11/1/2023,115
16032,11/1/2023,37
16041,11/1/2023,190
16042,11/1/2023,54
16053,11/1/2023,292
16054,11/1/2023,249
16057,11/1/2023,306
16058,11/1/2023,72
16085,11/1/2023,56
16086,11/1/2023,219
16089,11/1/2023,326
16090,11/1/2023,3
16093,11/1/2023,147
16094,11/1/2023,171
16107,11/1/2023,21
16108,11/1/2023,190
16115,11/1/2023,174
16116,11/1/2023,195
16125,11/1/2023,64
16126,11/1/2023,234
16127,11/1/2023,417
16128,11/1/2023,417
16175,11/1/2023,376
16176,11/1/2023,60
16177,11/1/2023,55
16178,11/1/2023,322
16179,11/1/2023,4
16180,11/1/2023,152
16201,11/1/2023,135
16202,11/1/2023,157
16203,11/1/2023,397
16204,11/1/2023,118
16205,11/1/2023,152
16206,11/1/2023,94
16209,11/1/2023,221
16210,11/1/2023,84
16215,11/1/2023,142
16216,11/1/2023,3
16221,11/1/2023,274
16222,11/1/2023,418
16227,11/1/2023,46
16228,11/1/2023,10
16231,11/1/2023,293
16232,11/1/2023,339
16233,11/1/2023,71
16234,11/1/2023,87
16301,11/1/2023,41
16302,11/1/2023,449
16303,11/1/2023,109
16304,11/1/2023,166
16305,11/1/2023,256
16306,11/1/2023,401
16307,11/1/2023,111
16308,11/1/2023,187
16309,11/1/2023,430
16310,11/1/2023,239
16311,11/1/2023,314
16312,11/1/2023,2
16313,11/1/2023,269
16314,11/1/2023,27
16315,11/1/2023,279
16316,11/1/2023,148
16317,11/1/2023,124
16318,11/1/2023,281
16321,11/1/2023,223
16322,11/1/2023,25
16323,11/1/2023,116
16324,11/1/2023,197
16325,11/1/2023,275
16326,11/1/2023,72
16327,11/1/2023,245
16328,11/1/2023,6
16331,11/1/2023,182
16332,11/1/2023,73
16333,11/1/2023,220
16334,11/1/2023,176
16335,11/1/2023,231
16336,11/1/2023,229
16337,11/1/2023,191
16338,11/1/2023,371
16339,11/1/2023,140
16340,11/1/2023,83
16341,11/1/2023,74
16342,11/1/2023,72
16343,11/1/2023,48
16344,11/1/2023,62
16345,11/1/2023,304
16346,11/1/2023,103
16347,11/1/2023,70
16348,11/1/2023,180
16349,11/1/2023,471
16350,11/1/2023,338
16351,11/1/2023,282
16352,11/1/2023,114
16359,11/1/2023,245
16360,11/1/2023,455
16381,11/1/2023,184
16382,11/1/2023,148
16501,11/1/2023,412
16502,11/1/2023,39
16505,11/1/2023,408
16506,11/1/2023,322
16507,11/1/2023,224
16508,11/1/2023,115
16515,11/1/2023,15
16516,11/1/2023,37
16517,11/1/2023,187
16518,11/1/2023,155
16519,11/1/2023,385
16520,11/1/2023,431
16521,11/1/2023,358
16522,11/1/2023,416
16525,11/1/2023,63
16526,11/1/2023,356
16527,11/1/2023,85
16528,11/1/2023,283
16529,11/1/2023,152
16530,11/1/2023,348
16531,11/1/2023,307
16532,11/1/2023,300
16533,11/1/2023,351
16534,11/1/2023,210
16535,11/1/2023,303
16536,11/1/2023,266
16537,11/1/2023,365
16538,11/1/2023,130
16557,11/1/2023,207
16558,11/1/2023,163
16559,11/1/2023,333
16560,11/1/2023,181
16589,11/1/2023,241
16590,11/1/2023,88
16591,11/1/2023,168
16592,11/1/2023,58
16593,11/1/2023,210
16594,11/1/2023,6
16603,11/1/2023,304
16604,11/1/2023,131
16605,11/1/2023,223
16606,11/1/2023,393
16609,11/1/2023,171
16610,11/1/2023,62
16611,11/1/2023,134
16612,11/1/2023,115
16613,11/1/2023,105
16614,11/1/2023,34
16627,11/1/2023,159
16628,11/1/2023,237
16629,11/1/2023,258
16630,11/1/2023,290
16649,11/1/2023,285
16650,11/1/2023,349
16669,11/1/2023,106
16670,11/1/2023,187
16687,11/1/2023,129
16688,11/1/2023,180
16701,11/1/2023,335
16702,11/1/2023,10
16713,11/1/2023,358
16714,11/1/2023,176
16723,11/1/2023,406
16724,11/1/2023,206
16731,11/1/2023,8
16732,11/1/2023,49
16733,11/1/2023,145
16734,11/1/2023,318
16735,11/1/2023,113
16736,11/1/2023,394
16779,11/1/2023,81
16780,11/1/2023,92
16787,11/1/2023,314
16788,11/1/2023,65
16853,11/1/2023,31
16854,11/1/2023,300
16861,11/1/2023,364
16862,11/1/2023,69
16865,11/1/2023,65
16866,11/1/2023,91
17001,11/1/2023,203
17002,11/1/2023,20
17003,11/1/2023,136
17004,11/1/2023,26
17005,11/1/2023,37
17006,11/1/2023,100
17013,11/1/2023,232
17014,11/1/2023,228
17015,11/1/2023,54
17016,11/1/2023,193
17017,11/1/2023,140
17018,11/1/2023,243
17031,11/1/2023,44
17032,11/1/2023,463
17035,11/1/2023,324
17036,11/1/2023,40
17037,11/1/2023,201
17038,11/1/2023,162
17049,11/1/2023,123
17050,11/1/2023,222
17057,11/1/2023,367
17058,11/1/2023,387
17063,11/1/2023,147
17064,11/1/2023,205
17201,11/1/2023,244
17202,11/1/2023,171
17203,11/1/2023,204
17204,11/1/2023,50
17205,11/1/2023,380
17206,11/1/2023,405
17207,11/1/2023,53
17208,11/1/2023,275
17209,11/1/2023,187
17210,11/1/2023,107
17211,11/1/2023,296
17212,11/1/2023,446
17213,11/1/2023,204
17214,11/1/2023,406
17225,11/1/2023,119
17226,11/1/2023,122
17229,11/1/2023,41
17230,11/1/2023,380
17233,11/1/2023,103
17234,11/1/2023,49
17239,11/1/2023,248
17240,11/1/2023,238
17241,11/1/2023,401
17242,11/1/2023,454
17255,11/1/2023,304
17256,11/1/2023,18
17301,11/1/2023,134
17302,11/1/2023,70
17303,11/1/2023,292
17304,11/1/2023,72
17305,11/1/2023,54
17307,11/1/2023,271
17308,11/1/2023,72
17309,11/1/2023,138
17310,11/1/2023,203
17311,11/1/2023,217
17312,11/1/2023,184
17313,11/1/2023,205
17314,11/1/2023,207
17315,11/1/2023,366
17316,11/1/2023,1
17401,11/1/2023,304
17402,11/1/2023,315
17403,11/1/2023,309
17404,11/1/2023,419
17405,11/1/2023,325
17406,11/1/2023,324
17415,11/1/2023,52
17416,11/1/2023,100
17429,11/1/2023,27
17430,11/1/2023,202
17479,11/1/2023,53
17480,11/1/2023,192
17481,11/1/2023,285
17482,11/1/2023,181
17487,11/1/2023,102
17488,11/1/2023,258
17603,11/1/2023,110
17604,11/1/2023,297
17607,11/1/2023,168
17608,11/1/2023,81
17609,11/1/2023,144
17610,11/1/2023,127
17613,11/1/2023,403
17614,11/1/2023,255
17617,11/1/2023,318
17618,11/1/2023,194
17639,11/1/2023,103
17640,11/1/2023,182
17643,11/1/2023,142
17644,11/1/2023,241
17651,11/1/2023,129
17652,11/1/2023,186
17687,11/1/2023,178
17688,11/1/2023,108
18001,11/1/2023,87
18002,11/1/2023,344
18003,11/1/2023,235
18004,11/1/2023,156
18005,11/1/2023,49
18006,11/1/2023,35
18007,11/1/2023,457
18008,11/1/2023,429
18029,11/1/2023,477
18030,11/1/2023,72
18047,11/1/2023,276
18048,11/1/2023,121
18101,11/1/2023,479
18102,11/1/2023,339
18103,11/1/2023,373
18104,11/1/2023,337
18105,11/1/2023,163
18106,11/1/2023,30
18107,11/1/2023,197
18108,11/1/2023,262
18181,11/1/2023,470
18182,11/1/2023,52
18183,11/1/2023,464
18184,11/1/2023,235
18189,11/1/2023,61
18190,11/1/2023,154
18191,11/1/2023,185
18192,11/1/2023,15
18201,11/1/2023,9
18202,11/1/2023,111
18203,11/1/2023,322
18204,11/1/2023,13
18205,11/1/2023,69
18206,11/1/2023,75
18207,11/1/2023,153
18208,11/1/2023,29
18209,11/1/2023,214
18210,11/1/2023,253
18233,11/1/2023,142
18234,11/1/2023,301
18235,11/1/2023,31
18236,11/1/2023,96
18237,11/1/2023,334
18238,11/1/2023,20
18239,11/1/2023,156
18240,11/1/2023,101
18241,11/1/2023,306
18242,11/1/2023,217
18301,11/1/2023,189
18302,11/1/2023,321
18303,11/1/2023,62
18304,11/1/2023,141
18309,11/1/2023,329
18310,11/1/2023,43
18311,11/1/2023,180
18312,11/1/2023,338
18401,11/1/2023,37
18402,11/1/2023,368
18405,11/1/2023,469
18406,11/1/2023,328
18409,11/1/2023,44
18410,11/1/2023,368
18411,11/1/2023,160
18412,11/1/2023,359
18413,11/1/2023,42
18414,11/1/2023,27
18415,11/1/2023,240
18416,11/1/2023,192
18417,11/1/2023,38
18418,11/1/2023,47
18419,11/1/2023,427
18420,11/1/2023,291
18425,11/1/2023,348
18426,11/1/2023,149
18447,11/1/2023,256
18448,11/1/2023,189
18449,11/1/2023,400
18450,11/1/2023,246
18451,11/1/2023,155
18452,11/1/2023,353
18463,11/1/2023,124
18464,11/1/2023,190
18473,11/1/2023,379
18474,11/1/2023,115
18477,11/1/2023,218
18478,11/1/2023,257
18495,11/1/2023,233
18496,11/1/2023,218
18507,11/1/2023,125
18508,11/1/2023,228
18509,11/1/2023,300
18510,11/1/2023,155
18517,11/1/2023,210
18518,11/1/2023,52
18601,11/1/2023,204
18602,11/1/2023,379
18603,11/1/2023,275
18604,11/1/2023,256
18605,11/1/2023,35
18606,11/1/2023,91
18609,11/1/2023,154
18610,11/1/2023,27
18611,11/1/2023,143
18612,11/1/2023,44
18613,11/1/2023,331
18614,11/1/2023,43
18615,11/1/2023,388
18616,11/1/2023,247
18617,11/1/2023,185
18618,11/1/2023,110
18621,11/1/2023,241
18622,11/1/2023,115
18623,11/1/2023,175
18624,11/1/2023,92
18625,11/1/2023,387
18626,11/1/2023,174
18627,11/1/2023,223
18628,11/1/2023,162
18631,11/1/2023,135
18632,11/1/2023,1
18645,11/1/2023,453
18646,11/1/2023,14
19005,11/1/2023,102
19006,11/1/2023,14
19011,11/1/2023,244
19012,11/1/2023,181
19017,11/1/2023,204
19018,11/1/2023,233
19019,11/1/2023,357
19020,11/1/2023,94
19023,11/1/2023,20
19024,11/1/2023,379
19025,11/1/2023,339
19026,11/1/2023,164
19037,11/1/2023,100
19038,11/1/2023,111
19039,11/1/2023,360
19040,11/1/2023,305
19047,11/1/2023,292
19048,11/1/2023,255
19049,11/1/2023,302
19050,11/1/2023,337
19051,11/1/2023,216
19052,11/1/2023,200
19053,11/1/2023,22
19054,11/1/2023,19
19059,11/1/2023,336
19060,11/1/2023,297
19065,11/1/2023,239
19066,11/1/2023,351
19105,11/1/2023,242
19106,11/1/2023,347
19107,11/1/2023,174
19108,11/1/2023,223
19109,11/1/2023,267
19110,11/1/2023,397
19113,11/1/2023,129
19114,11/1/2023,177
19115,11/1/2023,241
19116,11/1/2023,353
19119,11/1/2023,123
19120,11/1/2023,189
19129,11/1/2023,212
19130,11/1/2023,302
19131,11/1/2023,68
19132,11/1/2023,369
19143,11/1/2023,66
19144,11/1/2023,29
19151,11/1/2023,165
19152,11/1/2023,230
19165,11/1/2023,252
19166,11/1/2023,126
19167,11/1/2023,173
19168,11/1/2023,101
19215,11/1/2023,412
19216,11/1/2023,269
19221,11/1/2023,185
19222,11/1/2023,222
19223,11/1/2023,130
19224,11/1/2023,115
19225,11/1/2023,26
19226,11/1/2023,149
19259,11/1/2023,112
19260,11/1/2023,266
19263,11/1/2023,9
19264,11/1/2023,443
19269,11/1/2023,119
19270,11/1/2023,235
19303,11/1/2023,200
19305,11/1/2023,46
19306,11/1/2023,330
19309,11/1/2023,325
19310,11/1/2023,259
19311,11/1/2023,160
19312,11/1/2023,326
19313,11/1/2023,435
19314,11/1/2023,305
19321,11/1/2023,177
19322,11/1/2023,88
19323,11/1/2023,75
19324,11/1/2023,86
19325,11/1/2023,383
19326,11/1/2023,33
19327,11/1/2023,393
19328,11/1/2023,400
19565,11/1/2023,315
19566,11/1/2023,110
19567,11/1/2023,391
19568,11/1/2023,6
19569,11/1/2023,311
19570,11/1/2023,2
19571,11/1/2023,388
19572,11/1/2023,196
19601,11/1/2023,7
19602,11/1/2023,268
19603,11/1/2023,304
19604,11/1/2023,136
19653,11/1/2023,228
19654,11/1/2023,376
19657,11/1/2023,222
19658,11/1/2023,129
19707,11/1/2023,198
19708,11/1/2023,423
19709,11/1/2023,175
19710,11/1/2023,254
19711,11/1/2023,476
19712,11/1/2023,414
19735,11/1/2023,421
19736,11/1/2023,97
19771,11/1/2023,151
19772,11/1/2023,140
19781,11/1/2023,148
19782,11/1/2023,321
19801,11/1/2023,36
19802,11/1/2023,77
19911,11/1/2023,451
19915,11/1/2023,330
19916,11/1/2023,164
19943,11/1/2023,188
19944,11/1/2023,177
21028,11/1/2023,113
21068,11/1/2023,111
21107,11/1/2023,72
21108,11/1/2023,90
21125,11/1/2023,327
21126,11/1/2023,403
22111,11/1/2023,148
22112,11/1/2023,222
22131,11/1/2023,173
22132,11/1/2023,369
22161,11/1/2023,354
22162,11/1/2023,175
22308,11/1/2023,255
22403,11/1/2023,185
22404,11/1/2023,287
22405,11/1/2023,119
22406,11/1/2023,76
22407,11/1/2023,132
22408,11/1/2023,170
22409,11/1/2023,306
22410,11/1/2023,45
22423,11/1/2023,176
22424,11/1/2023,198
22447,11/1/2023,168
22463,11/1/2023,318
22464,11/1/2023,185
22471,11/1/2023,67
22472,11/1/2023,360
22481,11/1/2023,398
22482,11/1/2023,9
22601,11/1/2023,39
22602,11/1/2023,32
22607,11/1/2023,181
22608,11/1/2023,303
22609,11/1/2023,130
22610,11/1/2023,237
22681,11/1/2023,222
22682,11/1/2023,43
22688,11/1/2023,84
22811,11/1/2023,13
22812,11/1/2023,99
22815,11/1/2023,252
22816,11/1/2023,94
22823,11/1/2023,286
22824,11/1/2023,306
22835,11/1/2023,91
22836,11/1/2023,462
22845,11/1/2023,343
22846,11/1/2023,365
22853,11/1/2023,441
22854,11/1/2023,356
22855,11/1/2023,202
22856,11/1/2023,151
22861,11/1/2023,209
22862,11/1/2023,157
22905,11/1/2023,243
22926,11/1/2023,246
22996,11/1/2023,84
23010,11/1/2023,158
23040,11/1/2023,294
23111,11/1/2023,395
23112,11/1/2023,393
23142,11/1/2023,358
23154,11/1/2023,94
23225,11/1/2023,44
23226,11/1/2023,294
23347,11/1/2023,245
23348,11/1/2023,142
24033,11/1/2023,236
24034,11/1/2023,101
24041,11/1/2023,48
24042,11/1/2023,243
24227,11/1/2023,55
24228,11/1/2023,294
24369,11/1/2023,128
24370,11/1/2023,216
24512,11/1/2023,216
24887,11/1/2023,312
24888,11/1/2023,306
25014,11/1/2023,30
25036,11/1/2023,162
25201,11/1/2023,260
25202,11/1/2023,133
25610,11/1/2023,83
25631,11/1/2023,170
25715,11/1/2023,381
25716,11/1/2023,173
28181,11/1/2023,306
